Title,Processor,Ram,OS,Storage,Display,Warranty,Discount Price,Original Price,Delivery,Note,Offer,Reviews,Company,ProcessorCompany,ProcessorC
AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Lapto...,Intel Celeron Dual Core Processor (9th Gen),4 GB DDR4 RAM,Windows 11,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year,17036.0,33990.0,Free delivery,Bank Offer,,4.0,AXL,Intel,Intel
Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V15 G4 AMN 1 Thin and Light...,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512 GB SSD,100.63 cm (39.62 cm) Display,1 Year Onsite Warranty,25990.0,59400.0,Free delivery,Lowest price in the year,"Upto ?15,400 Off on Exchange",4.0,Lenovo,AMD,AMD
ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,28990.0,44990.0,Free delivery,Lowest Price in 30 days,"Upto ?18,200 Off on Exchange",4.0,ASUS,Intel,Intel
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN /...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,39890.0,67990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,MSI,Intel,Intel
HP 255 G9 AMD Ryzen 3 Dual Core R3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Business Laptop,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite warranty by OEM,27990.0,37188.0,Free delivery,Save extra with combo offers,Only few left,4.0,HP,AMD,AMD
HP Laptop AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light...,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,33890.0,44783.0,Free delivery,EOSS Special Deal,Only few left,4.0,HP,AMD,AMD
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light Lap...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,36990.0,49318.0,Free delivery,Only few left,Bank Offer,4.0,DELL,Intel,Intel
ZEBRONICS Pro Series Z Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 3S Thi...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,25990.0,50999.0,Free delivery,Lowest price since launch,Only few left,3.0,ZEBRONICS,Intel,Intel
MSI GF63 Intel Core i5 12th Gen 12450H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/8 GB Graphics/NVID...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,1 TB HDD|256 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,79990.0,111990.0,Free delivery,EOSS Special Deal,"Upto ?30,000 Off on Exchange",4.0,MSI,Intel,Intel
Infinix INBook X2 Plus Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and...,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,28990.0,54990.0,Free delivery,Save extra with combo offers,Only 2 left,4.0,Infinix,Intel,Intel
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5007TU Thin and Light La...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,Microsoft Office Home & Student 2021,36000.0,56260.0,Free delivery,Lowest price in the year,Only 1 left,4.0,HP,Intel,Intel
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Quad Core 5500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,45990.0,77990.0,Free delivery,EOSS Special Deal,Only few left,4.0,Lenovo,AMD,AMD
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,54990.0,78999.0,Free delivery,EOSS Special Deal,Only 2 left,4.0,Acer,Intel,Intel
Lenovo V15 Intel Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/Windows 11 Home) 82QYA00MIN Laptop,Intel Celeron Dual Core Processor (4th Gen),8 GB DDR4 RAM,Windows 11,256 GB SSD,39.62 cm (15.6 inch) Display,1 Years,20990.0,42032.0,Free delivery,EOSS Special Deal,"Upto ?13,500 Off on Exchange",4.0,Lenovo,Intel,Intel
Apple 2020 Macbook Air Apple M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,Apple M1 Processor,8 GB DDR4 RAM,Mac OS,256 GB SSD,33.78 cm (13.3 inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",71990.0,89900.0,Free delivery,EOSS Special Deal,"Upto ?33,000 Off on Exchange",4.0,Apple,Apple,Apple
ZEBRONICS Pro Series Z Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) ZEB-NBC 5S Thin...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,41990.0,81999.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",3.0,ZEBRONICS,Intel,Intel
HP AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,"Microsoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart",33490.0,47147.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,HP,AMD,AMD
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),62999.0,79999.0,Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",4.0,Acer,Intel,Intel
HP 255 G9 840T7PA AMD Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Thin and Light Laptop,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,DOS,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,20490.0,27057.0,Free delivery,Save extra with combo offers,Only few left,3.0,HP,AMD,AMD
DELL Vostro 3420 Business Laptop Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3420 Busin...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,1 Year Warranty,39990.0,69210.0,Free delivery,Lowest price since launch,Only few left,3.0,DELL,Intel,Intel
Lenovo Intel Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/DOS) 82QYA00HIN Laptop,Intel Celeron Dual Core Processor (4th Gen),8 GB DDR4 RAM,DOS,256 GB SSD,39.62 cm (15.6 inch) Display,1 Years,21990.0,47375.0,Free delivery,Save extra with combo offers,Only few left,3.0,Lenovo,Intel,Intel
DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 352...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,"Office Home & Student 2021, Microsoft Windows, 15 Months Macafee Antivirus",51890.0,78900.0,Free delivery,EOSS Special Deal,Only few left,4.0,DELL,Intel,Intel
Infinix Inbook Y2 Plus Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) XL29 Thin and...,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,,24990.0,39990.0,Free delivery,EOSS Special Deal,"Upto ?15,000 Off on Exchange",4.0,Infinix,Intel,Intel
ZEBRONICS Pro Series Y Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 2S T...,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry Into Service Centre,28490.0,51999.0,Free delivery,EOSS Special Deal,Only few left,3.0,ZEBRONICS,Intel,Intel
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...,Intel Core i5 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,65990.0,93999.0,Free delivery,EOSS Special Deal,"Upto ?38,000 Off on Exchange",4.0,Acer,Intel,Intel
HP Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fy5004TU Thin and Light Lapto...,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,40899.0,52800.0,Free delivery,Save extra with combo offers,Only 2 left,4.0,HP,Intel,Intel
AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Lapto...,Intel Celeron Dual Core Processor (9th Gen),4 GB DDR4 RAM,Windows 11,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year,17036.0,33990.0,Free delivery,Bank Offer,,4.0,AXL,Intel,Intel
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/16 GB EMMC Storage/Windows 11 Home) Vostro 3420 B...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,35.0 cm (13.78 inch) Display,1 Year Onsite Warranty,34990.0,63295.0,Free delivery,EOSS Special Deal,Only few left,3.0,DELL,Intel,Intel
HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,"Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart",38990.0,54552.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,HP,AMD,AMD
HP 15s Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light La...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,53200.0,70234.0,Free delivery,Only 2 left,Bank Offer,4.0,HP,Intel,Intel
Acer Nitro 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Product Registration, NitroSense",66900.0,90999.0,Free delivery,Save extra with combo offers,"Upto ?31,000 Off on Exchange",4.0,Acer,Intel,Intel
HP 255 G9 841W6pa AMD Ryzen 3 Dual Core - (8 GB/512 GB SSD/DOS) 6E3Z0PA Laptop,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,DOS,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Domestic Warrenty,24999.0,35208.0,Free delivery,EOSS Special Deal,Only few left,3.0,HP,AMD,AMD
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ993WS Thi...,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,41990.0,58990.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
Apple 2022 MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS,256 GB SSD,34.54 cm (13.6 Inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",89990.0,99900.0,Free delivery,Save extra with combo offers,"Upto ?33,000 Off on Exchange",4.0,Apple,Apple,Apple
Lenovo Ideapad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Laptop,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,Windows 11,256 GB SSD,35.56 cm (14 Inch) Display,2 Years Onsite?Warranty,22500.0,46090.0,Free delivery,EOSS Special Deal,Only few left,4.0,Lenovo,Intel,Intel
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,Intel Celeron Quad Core Processor (12th Gen),8 GB LPDDR5 RAM,Windows 11 Home,256 GB SSD,35.81 cm (14.1 inch) Display,"WPS Office, Operating System Software",17990.0,34990.0,Free delivery,Daily Saver,Only few left,4.0,CHUWI,Intel,Intel
HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Notebook,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11,27990.0,44911.0,Free delivery,EOSS Special Deal,Only few left,4.0,HP,AMD,AMD
Acer Aspire 3 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A315-59 Thin and Light Laptop,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),32990.0,48999.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,Acer,Intel,Intel
Lenovo IdeaPad Slim1 AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | 15ACL7 T...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,100.63 cm (39.62 cm) Display,Office Home and Student 2021,35990.0,55090.0,Free delivery,EOSS Special Deal,Only few left,4.0,Lenovo,AMD,AMD
WINGS Nuvobook S2 Aluminium Alloy Metal Body Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Windows ...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,24990.0,52999.0,Free delivery,Save extra with combo offers,"Upto ?15,000 Off on Exchange",4.0,WINGS,Intel,Intel
ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Th...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,32990.0,62999.0,Free delivery,Lowest Price in 30 days,Only 2 left,3.0,ZEBRONICS,Intel,Intel
Acer Predator Neo (2023) Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphic...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,40.64 cm (16 Inch) Display,1 Year International Travelers Warranty (ITW),99990.0,144999.0,Free delivery,Lowest price since launch,"Upto ?31,000 Off on Exchange",4.0,Acer,Intel,Intel
Lenovo LOQ (2024) Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,Office Home & Student 2021,73990.0,113290.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",5.0,Lenovo,Intel,Intel
HP 245G9 AMD Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business L...,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,35.56 cm (14 inch) Display,,27990.0,40528.0,Free delivery,Save extra with combo offers,Only few left,4.0,HP,AMD,AMD
HP AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Lapto...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,"Microsoft Office 2021 Home & Student, HP Documentation, HP BIOS recovery, HP Smart",44990.0,59109.0,Free delivery,Daily Saver,"Upto ?28,000 Off on Exchange",4.0,HP,AMD,AMD
ZEBRONICS Pro Series Y Intel Core i5 11th Gen 1155G7 - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 2S T...,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,27999.0,51990.0,Free delivery,Only 2 left,Bank Offer,3.0,ZEBRONICS,Intel,Intel
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ322WS Thin...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,35699.0,56990.0,Free delivery,Save extra with combo offers,Only few left,4.0,ASUS,Intel,Intel
Lenovo V15 Series AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,AMD Athlon Dual Core Processor,8 GB DDR5 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,25990.0,38000.0,Free delivery,Save extra with combo offers,Only few left,4.0,Lenovo,AMD,AMD
ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thi...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Carry-in Warranty,31990.0,60999.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",3.0,ZEBRONICS,Intel,Intel
Acer Aspire 3 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-50CP Thin and L...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),42290.0,51999.0,Free delivery,EOSS Special Deal,"Upto ?30,000 Off on Exchange",4.0,Acer,Intel,Intel
MSI Katana 15 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,1 TB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,99990.0,154990.0,Free delivery,Daily Saver,Only 1 left,4.0,MSI,Intel,Intel
HP 360 Intel Celeron Quad Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0504TU Chromebook,Intel Celeron Quad Core Processor,4 GB LPDDR4 RAM,Chrome,64 GB EMMC Storage,1 Year Onsite warranty,,18990.0,31156.0,Free delivery,Lowest Price in 30 days,"Upto ?18,000 Off on Exchange",4.0,HP,Intel,Intel
DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Hardware Service,49990.0,65104.0,Free delivery,Only few left,Bank Offer,4.0,DELL,Intel,Intel
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty + 1 Year ADP,46300.0,76390.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,Lenovo,AMD,AMD
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,100.63 cm (39.62 cm) Display,1 year onsite + 1 year accidental damage protection,34990.0,58990.0,Free delivery,Save extra with combo offers,Only few left,4.0,Lenovo,Intel,Intel
Acer One 14 AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Lapt...,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,Windows 11,256 GB SSD,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW),24990.0,38999.0,Free delivery,Save extra with combo offers,"Upto ?15,000 Off on Exchange",4.0,Acer,AMD,AMD
ASUS VivoBook 15 (2022) Intel Celeron Quad Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) X515MA-BR011...,Intel Celeron Quad Core Processor,4 GB DDR4 RAM,Windows 11,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,20990.0,33990.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,ASUS,Intel,Intel
DELL AMD Ryzen 5 Quad Core 7520U - (8 GB/1 TB SSD/Windows 11 Home) Inspiron 3535 Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,Windows 11,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Hardware Service,44990.0,67480.0,Free delivery,Only 2 left,Bank Offer,4.0,DELL,AMD,AMD
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ515WS Thin...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,48990.0,70990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
DELL Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,56599.0,68790.0,Free delivery,Only few left,Bank Offer,4.0,DELL,Intel,Intel
ASUS Vivobook Go 14 (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK3...,AMD Ryzen 3 Quad Core Processor,8 GB DDR5 RAM,Windows 11,512 GB SSD,35.81 cm (14.1 inch) Display,1 Year Onsite Warranty,35990.0,50990.0,Free delivery,Only 5 left,Bank Offer,4.0,ASUS,AMD,AMD
HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,56990.0,75980.0,Free delivery,Save extra with combo offers,Only 1 left,4.0,HP,AMD,AMD
Acer Aspire Lite Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch) Display,1 year,31790.0,52990.0,Free delivery,Save extra with combo offers,Only few left,3.0,Acer,Intel,Intel
HP 255 G9 AMD Athlon Dual Core AMD Athlon Silver-3050U - (4 GB/256 GB SSD/DOS) 255 G9 Thin and Light L...,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,DOS,256 GB SSD,39.62 cm (15.6 inch) Display,DOS,20490.0,27057.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,HP,AMD,AMD
ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,62990.0,94990.0,Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.0,ASUS,AMD,AMD
SAMSUNG Galaxy Book 2 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) NP550 Thin and ...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,52990.0,82990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,SAMSUNG,Intel,Intel
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ545WS Thi...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,52990.0,74990.0,Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.0,ASUS,Intel,Intel
ASUS Vivobook 15 Intel Core i3 12th Gen i3-1220P - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ381WS T...,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Home,512 GB SSD,39.62 cm (15.6 inch) Display,"Windows 11, MS Office H&S 2021",42290.0,60990.0,Free delivery,Save extra with combo offers,Bank Offer,4.0,ASUS,Intel,Intel
